X,Y,TimeSinceZero,DateTime,AnimalID,Lat,Long,Speed(m/min),timeDays,timeOfDay,speedCategory,Speed(m/s),dayNum,area,Time,aggregateSpeed(m/min),timeNearby
582513.31365561,-2194915.20144532,420060,2024-01-06 02:41:00,1,-70.33824749244403,59.19772789239477,0.0019436257774033546,4.861805555555556,night,0,3.2579333416727307e-05,4,"(4, 24)",74460,0.001945729963209392,5539
582513.315534509,-2194915.20198354,420120,2024-01-06 02:42:00,1,-70.338247487013,59.19772794187504,0.0019460138294918519,4.8625,night,0,3.259983262403394e-05,4,"(4, 24)",74520,0.0019459144181468086,5539
582513.317417944,-2194915.20251436,420180,2024-01-06 02:43:00,1,-70.33824748164683,59.19772799148309,0.0019483394692622925,4.863194444444445,night,0,3.2569949695206766e-05,4,"(4, 24)",74580,0.0019463163444638826,5539
582513.319292418,-2194915.20305842,420240,2024-01-06 02:44:00,1,-70.33824747616492,59.197728040840005,0.0019433947543949863,4.863888888888889,night,0,3.262934760442853e-05,4,"(4, 24)",74640,0.0019456354885673283,5539
582513.321188977,-2194915.20353717,420300,2024-01-06 02:45:00,1,-70.33824747126106,59.197728090847384,0.0019475641413729025,4.864583333333333,night,0,3.254657159521292e-05,4,"(4, 24)",74700,0.001945635421889563,5539
582513.323072669,-2194915.20405759,420360,2024-01-06 02:46:00,1,-70.33824746598798,59.197728140472336,0.0019458002720196125,4.865277777777778,night,0,3.258165284186644e-05,4,"(4, 24)",74760,0.0019460716290840023,5539
582513.324957791,-2194915.20456385,420420,2024-01-06 02:47:00,1,-70.33824746084133,59.197728190148936,0.0019434610756478587,4.865972222222222,night,0,3.255172366144371e-05,4,"(4, 24)",74820,0.001945572367905793,5539
582513.326837595,-2194915.20508735,420480,2024-01-06 02:48:00,1,-70.33824745554192,59.19772823966742,0.0019428899414640325,4.866666666666666,night,0,3.254585554906876e-05,4,"(4, 24)",74880,0.0019444899860165087,5539
582513.328710144,-2194915.20563992,420540,2024-01-06 02:49:00,1,-70.33824744998437,59.197728288964896,0.0019439387598024504,4.867361111111111,night,0,3.2568042254315515e-05,4,"(4, 24)",74940,0.0019445681669898697,5539
582513.330603025,-2194915.2061212,420600,2024-01-06 02:50:00,1,-70.33824744505904,59.197728338872025,0.0019446356995023405,4.868055555555555,night,0,3.250740483632191e-05,4,"(4, 24)",75000,0.0019439956896735522,5539
582513.332483993,-2194915.20664261,420660,2024-01-06 02:51:00,1,-70.33824743977799,59.19772838842349,0.0019434479434335418,4.86875,night,0,3.255568434156199e-05,4,"(4, 24)",75060,0.0019435245522361093,5539
582513.334359141,-2194915.20719884,420720,2024-01-06 02:52:00,1,-70.33824743418681,59.197728437786616,0.0019474551742376166,4.8694444444444445,night,0,3.2513152275709313e-05,4,"(4, 24)",75120,0.0019442756823278467,5539
582513.336243464,-2194915.20771882,420780,2024-01-06 02:53:00,1,-70.33824742891748,59.19772848742876,0.0019462880367485211,4.870138888888889,night,0,3.250813684109835e-05,4,"(4, 24)",75180,0.0019449529106907327,5539
582513.338131831,-2194915.20822543,420840,2024-01-06 02:54:00,1,-70.33824742376665,59.19772853719137,0.0019466712448708641,4.870833333333334,night,0,3.257612361135743e-05,4,"(4, 24)",75240,0.001945540153537712,5539
582513.340018375,-2194915.20874077,420900,2024-01-06 02:55:00,1,-70.33824741853815,59.19772858689707,0.0019471960553933802,4.871527777777778,night,0,3.2603895789291214e-05,4,"(4, 24)",75300,0.0019461332761893963,5539
582513.341917119,-2194915.20919984,420960,2024-01-06 02:56:00,1,-70.33824741380994,59.197728636981495,0.001944966256819091,4.872222222222222,night,0,3.256557501372727e-05,4,"(4, 24)",75360,0.001946253040986053,5539
